Feature_Name,Clean_Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Feature_Type_Code,Origin,
"Catalina","Catalina","Itokawa",0.02,-17,14,AA,"Catalina Observatory, near Tucson, AZ, USA.",
"Cataquil Patera","Cataquil Patera","Io",117.66,-24.21,343.34,PE,"Inca god of thunder and lightning.",
"Catena Abulfeda","Catena Abulfeda","Moon",209.97,-16.59,16.7,CA,"Named from nearby crater.",
"Catena Artamonov","Catena Artamonov","Moon",131.21,26.09,105.77,CA,"Named from nearby crater.",
"Catena Brigitte","Catena Brigitte","Moon",7.65,18.5,27.49,CA,"French female name.",
"Catena Davy","Catena Davy","Moon",52.34,-10.98,353.73,CA,"Named from nearby crater.",
"Catena Dziewulski","Catena Dziewulski","Moon",80.66,18.78,100.27,CA,"Named from nearby crater.",
"Catena Gregory","Catena Gregory","Moon",148.16,-0.59,129.8,CA,"Named from nearby crater.",
"Catena Humboldt","Catena Humboldt","Moon",162.29,-21.98,84.7,CA,"Named from nearby crater.",
"Catena Krafft","Catena Krafft","Moon",55.11,14.91,287.75,CA,"Named from nearby crater.",
"Catena Kurchatov","Catena Kurchatov","Moon",234.91,37.25,136.6,CA,"Named from nearby crater.",
"Catena Leuschner (GDL)","Catena Leuschner  GDL ","Moon",200.06,5.07,248.7,CA,"Named from nearby crater; GDL=Gas Dynamics Laboratory",
"Catena Littrow","Catena Littrow","Moon",10.3,22.23,29.61,CA,"Named from nearby crater.",
"Catena Lucretius (RNII)","Catena Lucretius  RNII ","Moon",232.07,-4.03,233.55,CA,"Named from nearby crater; RNII=Rocket Research Institute.",
"Catena Mendeleev","Catena Mendeleev","Moon",125.22,6.63,139.22,CA,"Named from nearby crater.",
"Catena Michelson (GIRD)","Catena Michelson  GIRD ","Moon",450.6,-0.44,246.42,CA,"Named from nearby crater; GIRD=Group for the Study of Reaction Motion.",
"Catena Pierre","Catena Pierre","Moon",9.44,19.76,328.14,CA,"French male name.",
"Catena Sumner","Catena Sumner","Moon",220.52,37.89,111.91,CA,"Named from nearby crater.",
"Catena Sylvester","Catena Sylvester","Moon",139,79.99,276.88,CA,"Named from nearby crater.",
"Catena Taruntius","Catena Taruntius","Moon",69.24,3.04,48.71,CA,"Named from nearby crater.",
"Catena Timocharis","Catena Timocharis","Moon",48.37,29.09,346.79,CA,"Named from nearby crater.",
"Catena Yuri","Catena Yuri","Moon",4.52,24.41,329.62,CA,"Russian male name.",
"Catha Patera","Catha Patera","Io",65.71,-53.72,258.42,PE,"Etruscan sun god.",
"Catharina","Catharina","Moon",98.77,-17.98,23.55,AA,"St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Catharina A","Catharina A","Moon",12.97,-20.21,22.27,SF,"St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Catharina B","Catharina B","Moon",21.7,-16.96,24.29,SF,"St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Catharina C","Catharina C","Moon",27.28,-20.38,24.31,SF,"St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Catharina D","Catharina D","Moon",8.36,-16.94,21.4,SF,"St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Catharina E","Catharina E","Moon",6.05,-17.16,21.26,SF,"St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Catharina F","Catharina F","Moon",6.31,-19.54,23.06,SF,"St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Catharina G","Catharina G","Moon",15.94,-17.54,24.91,SF,"St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Catharina H","Catharina H","Moon",5.45,-19.31,25.37,SF,"St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Catharina J","Catharina J","Moon",4.89,-19.45,22.18,SF,"St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Catharina K","Catharina K","Moon",7.19,-20.06,23.89,SF,"St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Catharina L","Catharina L","Moon",3.87,-20.96,24.21,SF,"St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Catharina M","Catharina M","Moon",5.4,-19.27,20.73,SF,"St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Catharina P","Catharina P","Moon",46.8,-17.28,23.32,SF,"St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Catharina S","Catharina S","Moon",15.77,-18.92,23.37,SF,"St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Cather","Cather","Venus",24.6,47.1,107,AA,"Willa; American novelist (1876-1947).",
"Catherine","Catherine","Eros",1.1,9.1,188.9,AA,"Tragic lover of Heathcliff in Emily Brontë's novel ""Wuthering Heights"" (England, 1847).",
"Catillus","Catillus","Dione",42.2,-2.38,84.7,AA,"Brother of Tiburtus and twin brother of Coras.",
"Catota","Catota","Mars",1.3,51.67,333.02,AA,"Village in Angola.",
"Catuilla Planum","Catuilla Planum","Mercury",735,-8.78,114.22,PM,"Inca/Quechua word for the planet Mercury.",
"Catullus","Catullus","Mercury",100.2,21.9,292.45,AA,"Gaius Valerius; Roman poet (c. 84-c. 54 B.C.).",
"Caucasus Mons","Caucasus Mons","Io",146.6,-31.95,121.52,MO,"Io passed by these mountains while trying to escape from the gadfly.",
"Cauchy","Cauchy","Moon",11.8,9.56,38.63,AA,"Augustin Louis; French mathematician (1789-1857).",
"Cauchy A","Cauchy A","Moon",8.11,12.07,37.86,SF,"Augustin Louis; French mathematician (1789-1857).",
"Cauchy B","Cauchy B","Moon",4.57,9.7,35.83,SF,"Augustin Louis; French mathematician (1789-1857).",
"Cauchy C","Cauchy C","Moon",3.6,8.16,38.86,SF,"Augustin Louis; French mathematician (1789-1857).",
"Cauchy D","Cauchy D","Moon",8.56,10.02,40.29,SF,"Augustin Louis; French mathematician (1789-1857).",
"Cauchy E","Cauchy E","Moon",3.41,8.83,38.57,SF,"Augustin Louis; French mathematician (1789-1857).",
"Cauchy F","Cauchy F","Moon",3.44,9.55,36.8,SF,"Augustin Louis; French mathematician (1789-1857).",
"Cauchy M","Cauchy M","Moon",3.36,7.62,35.05,SF,"Augustin Louis; French mathematician (1789-1857).",
"Cauchy U","Cauchy U","Moon",4.9,8.79,42.28,SF,"Augustin Louis; French mathematician (1789-1857).",
"Cauchy V","Cauchy V","Moon",4.44,8.96,41.44,SF,"Augustin Louis; French mathematician (1789-1857).",
"Cauchy W","Cauchy W","Moon",3.92,10.57,41.67,SF,"Augustin Louis; French mathematician (1789-1857).",
"Cauteovan Corona","Cauteovan Corona","Venus",553,31.5,142.9,CR,"Kataba (Columbia) fertility goddess.",
"Cavalerius","Cavalerius","Moon",59.35,5.1,293.07,AA,"Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cavalerius A","Cavalerius A","Moon",14.14,4.5,290.32,SF,"Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cavalerius B","Cavalerius B","Moon",39.51,5.97,288.88,SF,"Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cavalerius C","Cavalerius C","Moon",8.19,5.84,290.68,SF,"Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cavalerius D","Cavalerius D","Moon",51.77,8.66,291.53,SF,"Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cavalerius E","Cavalerius E","Moon",9.55,7.67,289.95,SF,"Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cavalerius F","Cavalerius F","Moon",7.18,8.11,294.61,SF,"Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cavalerius K","Cavalerius K","Moon",9.9,10.29,290.62,SF,"Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cavalerius L","Cavalerius L","Moon",9.9,10.46,289.75,SF,"Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cavalerius M","Cavalerius M","Moon",11.79,10.35,288.37,SF,"Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cavalerius U","Cavalerius U","Moon",6.76,10.08,292.45,SF,"Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cavalerius W","Cavalerius W","Moon",7.85,6.94,292.6,SF,"Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cavalerius X","Cavalerius X","Moon",4.33,9.21,293.3,SF,"Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cavalerius Y","Cavalerius Y","Moon",6.92,10.69,290.09,SF,"Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cavalerius Z","Cavalerius Z","Moon",4.18,11.05,290.33,SF,"Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cave","Cave","Mars",8.2,21.61,324.36,AA,"Town in New Zealand.",
"Cavell Corona","Cavell Corona","Venus",100,38.3,18.8,CR,"Edith; British nurse, heroine (1865-1915). (Changed from Cavell Patera.)",
"Cavendish","Cavendish","Moon",52.64,-24.63,306.22,AA,"Henry; British chemist, physicist (1731-1810).",
"Cavendish A","Cavendish A","Moon",10.66,-24.02,307.17,SF,"Henry; British chemist, physicist (1731-1810).",
"Cavendish B","Cavendish B","Moon",10.29,-23.27,304.81,SF,"Henry; British chemist, physicist (1731-1810).",
"Cavendish E","Cavendish E","Moon",23.53,-25.43,305.73,SF,"Henry; British chemist, physicist (1731-1810).",
"Cavendish F","Cavendish F","Moon",17.76,-26.14,305.84,SF,"Henry; British chemist, physicist (1731-1810).",
"Cavendish L","Cavendish L","Moon",5.68,-21.71,306.23,SF,"Henry; British chemist, physicist (1731-1810).",
"Cavendish M","Cavendish M","Moon",5.86,-21.97,306.09,SF,"Henry; British chemist, physicist (1731-1810).",
"Cavendish N","Cavendish N","Moon",4.31,-22.07,305.52,SF,"Henry; British chemist, physicist (1731-1810).",
"Cavendish P","Cavendish P","Moon",4.45,-24.16,308.32,SF,"Henry; British chemist, physicist (1731-1810).",
"Cavendish S","Cavendish S","Moon",5.01,-23.76,307.49,SF,"Henry; British chemist, physicist (1731-1810).",
"Cavendish T","Cavendish T","Moon",4.18,-24.76,304.78,SF,"Henry; British chemist, physicist (1731-1810).",
"Caventou","Caventou","Moon",2.8,29.74,330.62,AA,"Joseph-Bienaimé; French chemist, pharmacologist (1795-1877).",
"Cavi Angusti","Cavi Angusti","Mars",640.04,-78.16,285.25,CB,"Classical albedo feature name.",
"Cavillaca Fluctus","Cavillaca Fluctus","Venus",800,-72,340,FL,"Huarochiri (Peru) virgin goddess, turned herself into a rock.",
"Caxias","Caxias","Mars",25.88,-28.95,259.32,AA,"Town in Brazil.",
"Cay","Cay","Triton",0,-12,44,AA,"Mayan deity.",
"Cayley","Cayley","Moon",14.2,3.94,15.09,AA,"Arthur; British astronomer, mathematician (1821-1895).",
"Cayon","Cayon","Mars",27.31,-35.93,113.62,AA,"Town in Saint Kitts and Nevis.",
"Cayuga Lacus","Cayuga Lacus","Titan",22.7,69.8,130,LC,"Lake in New York, USA.",
"Cebrenia","Cebrenia","Mars",0,49.67,150,AL,"Main country of the Trojan Plain.",
"Cecropia","Cecropia","Mars",0,59.71,40,AL,"Old name for Acropolis; used to mean Athens.",
"Cefalù","Cefalu","Mars",5.53,23.64,321.11,AA,"Town in Sicily.",
"Celadon Flumina","Celadon Flumina","Titan",160,-73.7,331.2,FM,"River in The Iliad.",
"Celaeno Saxum","Celaeno Saxum","Bennu",0.01,18.42,335.23,SA,"Greek, one of the harpies (together with Aellopus and Ocypete), half-maiden and half-bird personification of darkness and storm winds, that would snatch and carry things away from Earth.",
"Celmis","Celmis","Dactyl",0.2,-46,220,AA,"One of the original three Dactyls.",
"Celsius","Celsius","Moon",38.96,-34.1,20.05,AA,"Anders; Swedish astronomer (1701-1744).",
"Celsius A","Celsius A","Moon",12.39,-32.97,20.49,SF,"Anders; Swedish astronomer (1701-1744).",
"Celsius B","Celsius B","Moon",5.74,-34.65,19.63,SF,"Anders; Swedish astronomer (1701-1744).",
"Celsius D","Celsius D","Moon",19.19,-34.76,19.07,SF,"Anders; Swedish astronomer (1701-1744).",
"Celsius E","Celsius E","Moon",9.22,-32.92,20.04,SF,"Anders; Swedish astronomer (1701-1744).",
"Celsius H","Celsius H","Moon",5.09,-33.84,20.11,SF,"Anders; Swedish astronomer (1701-1744).",
"Cendrillon","Cendrillon","Ryugu",0.22,31.9,350.5,AA,"Protagonist of a fairy tale Cendrillon by French writer Charles Perrault (1697), also known as Cinderella.",
"Censorinus","Censorinus","Moon",4.1,-0.42,32.69,AA,"Roman astronomer (fl. A.D. 238).",
"Censorinus A","Censorinus A","Moon",6.76,-0.43,32.99,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus B","Censorinus B","Moon",6.89,-2.02,31.44,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus C","Censorinus C","Moon",27.7,-3.09,34.15,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus D","Censorinus D","Moon",10.3,-1.95,35.86,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus E","Censorinus E","Moon",11.26,-3.58,34.84,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus H","Censorinus H","Moon",8.83,-1.84,33.66,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus J","Censorinus J","Moon",5.27,-1.04,31.33,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus K","Censorinus K","Moon",4.49,-1.02,28.85,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus L","Censorinus L","Moon",3.71,-2.77,31.23,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus N","Censorinus N","Moon",36.31,-1.93,36.6,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus S","Censorinus S","Moon",15.55,-3.82,36.19,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus T","Censorinus T","Moon",3.73,-3.22,31.16,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus U","Censorinus U","Moon",3.44,-1.51,34.44,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus V","Censorinus V","Moon",4.24,-0.65,35.45,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus W","Censorinus W","Moon",8.26,-1.02,37.49,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus X","Censorinus X","Moon",16.9,-0.59,37.19,SF,"Roman astronomer (fl. A.D. 238).",
"Censorinus Z","Censorinus Z","Moon",11.49,-3.68,36.8,SF,"Roman astronomer (fl. A.D. 238).",
"Centauri Montes","Centauri Montes","Mars",271,-38.67,95.52,MO,"Albedo feature Centauri Lacus.",
"Centeotl","Centeotl","Ceres",6,18.95,141.22,AA,"Mexican god/goddess of maize and agriculture.",
"Centlivre","Centlivre","Venus",28.8,19.1,290.4,AA,"Susannah; English actress, playwright (c. 1667-1723).",
"Cepheus","Cepheus","Moon",39.43,40.68,45.78,AA,"Mythological astronomer, father of Andromeda.",
"Cepheus A","Cepheus A","Moon",12.47,41.04,46.51,SF,"Mythological astronomer, father of Andromeda.",
"Ceraunius","Ceraunius","Mars",0,19.78,267,AL,"""Thunderclap""; named for Ceraunii Mountains on coast of Epirus, Greece.",
"Ceraunius Catena","Ceraunius Catena","Mars",50.49,37.1,251.91,CA,"Named for classical albedo feature at 35N 96W.",
"Ceraunius Fossae","Ceraunius Fossae","Mars",1166.63,27,249.85,FO,"Classical albedo feature name",
"Ceraunius Tholus","Ceraunius Tholus","Mars",128.58,24,262.75,TH,"Classical albedo feature name.",
"Cerberus","Cerberus","Mars",0,14.83,155,AL,"Hound who had 3 heads; guarded gates of hell.",
"Cerberus Dorsa","Cerberus Dorsa","Mars",623.05,-13.74,105.29,DO,"Classical albedo feature name.",
"Cerberus Fossae","Cerberus Fossae","Mars",1235,11.28,166.37,FO,"From albedo feature at 10n, 212W. Changed from Cerberus Rupes.",
"Cerberus Palus","Cerberus Palus","Mars",466.68,5.78,148.15,PA,"Classical albedo feature name.",
"Cerberus Tholi","Cerberus Tholi","Mars",698,4.48,164.41,TH,"Classical albedo feature name.",
"Cerealia Facula","Cerealia Facula","Ceres",14,19.7,239.6,FA,"The major festival in Ancient Rome to celebrate for the grain goddess Ceres (8 days in mid- to late April).",
"Cerealia Tholus","Cerealia Tholus","Ceres",3.2,19.61,239.65,TH,"The major festival in Ancient Rome to celebrate for the grain goddess Ceres (8 days in mid- to late April).",
"Ceres Corona","Ceres Corona","Venus",675,-16,151.5,CR,"Roman harvest goddess.",
"Cerridwen Corona","Cerridwen Corona","Venus",217,49.6,201.8,CR,"Celtic nature goddess.",
"Cerulli","Cerulli","Mars",114.28,32.2,22.12,AA,"Vicenzo; Italian astronomer (1859-1927).",
"Cervantes","Cervantes","Mercury",213.16,-76.09,235.74,AA,"Miguel de; Spanish novelist, playwright and poet (1547-1616).",
"Ceti Chasma","Ceti Chasma","Mars",49.77,-5.03,291.63,CM,"From albedo feature at 10S, 74W.",
"Ceti Labes","Ceti Labes","Mars",11.05,-6.78,284.27,LA,"Classical albedo feature name.",
"Ceti Mensa","Ceti Mensa","Mars",133.95,-5.89,283.98,MN,"Albedo feature Ceti Lacus.",
"Cézanne","Cezanne","Mercury",67,-8.47,236.31,AA,"Paul; French painter (1839-1906).",
"Chaac Patera","Chaac Patera","Io",95.55,11.96,202.56,PE,"Mayan thunder and rain god.",
"Chacornac","Chacornac","Moon",50.44,29.88,31.67,AA,"Jean; French astronomer (1823-1873).",
"Chacornac A","Chacornac A","Moon",5.24,29.82,31.58,SF,"Jean; French astronomer (1823-1873).",
"Chacornac B","Chacornac B","Moon",5.03,28.94,31.91,SF,"Jean; French astronomer (1823-1873).",
"Chacornac C","Chacornac C","Moon",4.89,30.78,32.58,SF,"Jean; French astronomer (1823-1873).",
"Chacornac D","Chacornac D","Moon",25.13,30.73,33.63,SF,"Jean; French astronomer (1823-1873).",
"Chacornac E","Chacornac E","Moon",20.06,29.45,33.81,SF,"Jean; French astronomer (1823-1873).",
"Chacornac F","Chacornac F","Moon",21.58,29.13,33.05,SF,"Jean; French astronomer (1823-1873).",
"Chadwick","Chadwick","Moon",29.74,-52.85,258.66,AA,"Sir James; British physicist (1891-1974).",
"Chafe","Chafe","Mars",4.67,15.1,102.41,AA,"Town in Nigeria.",
"Chaffee","Chaffee","Moon",51.75,-39.06,205.37,AA,"Roger Bruce; American aeronautic engineer, astronaut (1935-1967).",
"Chaffee F","Chaffee F","Moon",36.13,-39.03,206.89,SF,"Roger Bruce; American aeronautic engineer, astronaut (1935-1967).",
"Chaffee S","Chaffee S","Moon",19.88,-39.77,202.51,SF,"Roger Bruce; American aeronautic engineer, astronaut (1935-1967).",
"Chaffee W","Chaffee W","Moon",24.62,-38.48,203.88,SF,"Roger Bruce; American aeronautic engineer, astronaut (1935-1967).",
"Chaikovskij","Chaikovskij","Mercury",171,7.86,309.07,AA,"P. I.; Russian composer (1840-1893).",
"Chalce","Chalce","Mars",0,-49.67,360,AL,"Old name of island of Khalki, west of Rhodes.",
"Chalce Fossa","Chalce Fossa","Mars",33.97,-51.67,320.41,FO,"Albedo name.",
"Chalce Montes","Chalce Montes","Mars",100,-53.72,322.35,MO,"Albedo name.",
"Chalcoporos Rupēs","Chalcoporos Rupes","Mars",404.98,-55.64,20.57,RU,"From albedo feature at 50S, 6W.",
"Challis","Challis","Moon",53.21,79.58,9.09,AA,"James; British astronomer, mathematician, physicist (1803-1882).",
"Challis A","Challis A","Moon",31.82,77.27,1.98,SF,"James; British astronomer, mathematician, physicist (1803-1882).",
"Chalonge","Chalonge","Moon",25.08,-20.44,243.65,AA,"Daniel; French astronomer (1895-1977).",
"Chalybes Regio","Chalybes Regio","Io",760.29,56.88,275.33,RE,"Greek; Io passed through here in her wanderings.",
"Chaman","Chaman","Mars",47.92,-60.86,50.96,AA,"Town in Pakistan.",
"Chamba","Chamba","Mars",37,14.29,335.62,AA,"Town in India.",
"Chamberlin","Chamberlin","Moon",60.41,-58.83,96.04,AA,"Thomas Chrowder; American geologist (1843-1928).",
"Chamberlin","Chamberlin","Mars",120.25,-65.84,235.71,AA,"Thomas C.; American geologist (1843-1928).",
"Chamberlin D","Chamberlin D","Moon",21.07,-57.05,102.41,SF,"Thomas Chrowder; American geologist (1843-1928).",
"Chamberlin H","Chamberlin H","Moon",27.28,-59.63,99.98,SF,"Thomas Chrowder; American geologist (1843-1928).",
"Chamberlin R","Chamberlin R","Moon",38.29,-59.94,92.62,SF,"Thomas Chrowder; American geologist (1843-1928).",
"Chaminuka","Chaminuka","Ceres",122,-58.58,131.2,AA,"Shona (Zimbabwe) spirit who provides rains in times of droughts.",
"Champollion","Champollion","Moon",48.97,37.39,175.03,AA,"Jean-François; French Egyptologist (1790-1832).",
"Champollion A","Champollion A","Moon",26.94,41.06,177.22,SF,"Jean-François; French Egyptologist (1790-1832).",
"Champollion F","Champollion F","Moon",20.91,37.19,177.84,SF,"Jean-François; French Egyptologist (1790-1832).",
"Champollion K","Champollion K","Moon",22.25,36.35,176.31,SF,"Jean-François; French Egyptologist (1790-1832).",
"Champollion Y","Champollion Y","Moon",24.93,40.67,174.64,SF,"Jean-François; French Egyptologist (1790-1832).",
"Chandler","Chandler","Moon",88.6,43.65,171.76,AA,"Seth Carlo; American astronomer (1846-1913).",
